hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,name,email,phone-number,credit_card,reservation_status_date
City Hotel,1,95,2017,October,40,5,2,3,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,11.0,179.0,16,Transient,81.89,0,1,No-Show,Kathy Ortega,dana97@example.net,443-837-6197x5540,213176684109649,2024-07-20
City Hotel,0,50,2017,June,24,13,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,138.5,0,1,Check-Out,Ashley May DDS,carla56@example.com,785.773.5029x904,4816769438721348,2024-05-31
City Hotel,0,110,2017,June,23,7,2,1,2,0.0,0,BB,,Corporate,Corporate,0,0,0,A,A,2,No Deposit,3.0,179.0,0,Transient-Party,121.66,0,0,Check-Out,Edgar Stevens,robert66@example.com,672.961.8620x40769,379980833880152,2025-07-31
City Hotel,0,9,2017,April,15,9,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,179.0,0,Transient,188.87,0,1,Canceled,Jocelyn Chambers,csanders@example.com,(232)910-2529,373440701821255,2026-01-22
City Hotel,1,298,2017,June,23,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,1.0,179.0,0,Contract,66.06,0,2,Check-Out,Stephen Walker,robinsonjacqueline@example.org,6623656827,3574414375325126,2024-05-09
City Hotel,1,60,2017,August,34,25,2,1,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,25.0,179.0,0,Transient-Party,114.23,0,0,No-Show,Kyle Johnson,wstark@example.net,(211)817-5313x30207,2276433557403207,2025-10-04
Resort Hotel,1,270,2017,July,28,9,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,137.0,179.0,0,Transient,97.04,0,0,Canceled,Ashley Bell,regina32@example.com,9176245562,4559215315327529,2026-02-18
City Hotel,0,38,2017,June,24,13,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,82.0,179.0,0,Transient,98.91,0,0,Check-Out,Alyssa Morales,evanhenderson@example.net,769.377.3847x78901,4673487593026013,2024-06-30
Resort Hotel,0,134,2017,June,24,12,2,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,241.0,179.0,0,Transient,79.0,0,3,Check-Out,Latoya Nelson,julia32@example.net,317.775.2399,4945195042186380571,2026-01-07
City Hotel,1,1,2017,November,46,15,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,16.0,331.0,0,Transient,85.37,0,0,Canceled,Pam Miller,jennifer42@example.org,526.297.2346x50040,180079178771479,2025-01-15
City Hotel,0,2,2017,September,36,8,1,1,1,0.0,0,BB,PRT,Offline TA/TO,Direct,1,0,0,D,D,0,No Deposit,11.0,179.0,0,Group,62.42,0,1,Check-Out,Dillon Nelson,raymond00@example.com,(627)664-1650,3574658512959235,2026-03-25
City Hotel,0,32,2017,November,44,1,2,1,1,0.0,0,BB,,Offline TA/TO,GDS,0,0,0,A,E,0,No Deposit,182.0,179.0,0,Transient,98.13,0,0,Check-Out,Maxwell Whitaker,leslieoliver@example.org,+1-832-743-4061x125,4311537833919514,2025-12-10
City Hotel,0,61,2017,August,35,28,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,107.86,1,2,Check-Out,Christine Jennings,megan19@example.net,(267)341-6659,2232262772365401,2024-08-03
Resort Hotel,1,50,2017,April,17,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,179.0,0,Transient,205.58,0,1,Canceled,Ashlee Williams,robertojones@example.com,(211)833-4685x69459,2286996947425088,2025-09-15
City Hotel,1,38,2017,April,14,5,1,4,2,0.0,0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,206.8,0,0,Canceled,Rebecca Baker,uperkins@example.net,576-532-6488,4324366462869,2024-08-05
Resort Hotel,0,104,2017,January,4,21,2,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,378.0,179.0,0,Transient,40.9,0,1,Check-Out,Tina Hancock,herrerajeremy@example.com,+1-204-325-1504x7085,4494672743821605410,2025-10-20
City Hotel,0,2,2017,June,23,9,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,13.0,45.0,0,Transient-Party,55.12,0,0,Check-Out,Daniel Jones III,james79@example.org,+1-829-481-7341x00565,373461865138872,2026-01-11
Resort Hotel,1,53,2017,October,42,18,0,2,2,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,15.0,331.0,0,Transient,40.14,0,1,Canceled,Ashley Smith,floresveronica@example.org,224.273.1424x5983,2238181181239326,2024-10-30
Resort Hotel,0,270,2017,November,46,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,145.0,179.0,0,Transient,81.37,0,0,Check-Out,Matthew Garza,christopher80@example.com,001-727-867-8146,572832600587,2024-10-26
City Hotel,0,143,2017,February,8,18,4,10,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,26.0,179.0,43,Transient,92.78,0,2,Check-Out,Patricia Williams,barry95@example.org,001-522-375-9124x4332,30050206488768,2024-05-21
Resort Hotel,0,10,2017,September,36,2,0,2,2,2.0,0,BB,,Direct,Direct,0,0,0,F,F,1,No Deposit,13.0,179.0,0,Transient,240.68,0,0,Check-Out,Steven Martin,yolandanelson@example.com,(244)684-4826x894,348706833400966,2025-10-13
City Hotel,1,314,2017,March,10,10,1,2,2,0.0,0,HB,CHE,Groups,TA/TO,0,0,0,A,A,0,Non Refund,2.0,179.0,0,Transient,228.71,0,0,Canceled,Brittany Hoffman,clarkrussell@example.com,878.712.7625x27111,349413482863052,2025-10-03
City Hotel,0,1,2017,September,39,24,1,2,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,A,0,No Deposit,12.0,179.0,0,Transient,77.5,0,1,Check-Out,Sarah Frost,martinezholly@example.com,398-284-2407,6011029272689400,2025-01-18
City Hotel,0,17,2017,October,43,21,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,117.99,0,0,Check-Out,Joshua Johnson,tanyahernandez@example.org,711-420-8394x0228,30053210648039,2025-04-09
City Hotel,0,37,2017,May,18,5,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Group,1.64,1,0,Check-Out,Sherri Guzman,brenda03@example.org,001-256-567-8313x1644,4066407690822,2025-01-12
Resort Hotel,0,2,2017,December,49,8,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,1,1,A,A,0,No Deposit,13.0,45.0,0,Transient,0.61,0,0,Check-Out,Charles Blevins,laurawolfe@example.org,001-558-877-3550,3557119483144126,2025-06-04
Resort Hotel,0,167,2017,March,12,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,240.0,179.0,0,Transient-Party,252.0,0,2,Check-Out,Deanna Woodard,matthew95@example.net,3449580474,4812677427566604,2025-11-28
Resort Hotel,0,0,2017,September,36,6,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,17.0,179.0,0,Transient,39.2,0,1,Check-Out,Elizabeth Green,ashley24@example.org,001-415-340-0829,4726067151250743892,2025-01-22
City Hotel,1,22,2017,January,4,24,0,1,2,0.0,0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,78.65,0,0,Canceled,Anthony Flores,zrodriguez@example.com,(245)777-6846x742,639095850900,2025-06-28
City Hotel,1,23,2017,October,40,3,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,35.0,179.0,0,Transient,83.0,0,0,No-Show,Antonio Woods,regina36@example.org,(809)988-2201x860,213199576603305,2024-04-10
City Hotel,0,181,2017,January,3,18,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,140.25,0,1,Check-Out,Mrs. Sara Hebert,gardnerdaniel@example.com,615.249.5932,2227075416343072,2025-03-13
Resort Hotel,0,3,2017,November,45,4,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,16.0,221.0,0,Transient-Party,47.98,0,0,Check-Out,Thomas Reyes,harrisamy@example.net,+1-399-939-4091,30014875334547,2025-07-11
Resort Hotel,0,29,2017,May,20,17,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,248.0,179.0,0,Transient,115.25,0,2,Check-Out,Richard Garcia,edwardkelly@example.net,(352)845-1609x69330,5151486626192337,2026-03-17
City Hotel,0,63,2017,July,31,31,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,129.74,0,2,Check-Out,Angelica Simpson,randywalter@example.com,+1-421-725-3930x7345,4884642377448972173,2024-12-03
City Hotel,0,8,2017,November,47,22,0,1,2,1.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,79.0,179.0,63,Transient-Party,111.32,0,1,Check-Out,Chad Thornton,harrisoneric@example.org,566.724.8050,4182630070228553296,2025-05-10
Resort Hotel,0,0,2017,November,44,3,1,0,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,C,I,3,No Deposit,188.0,179.0,0,Transient,0.0,1,0,Check-Out,Emily Abbott,tmorgan@example.net,+1-695-360-5635x30600,3540418088352245,2025-04-10
City Hotel,0,38,2017,November,45,7,2,3,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,88.18,0,1,Check-Out,Chad Escobar,baxtercory@example.com,001-406-364-9508x4910,3579934740679878,2025-04-01
City Hotel,0,3,2017,June,22,3,1,1,2,1.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient-Party,210.03,0,0,Check-Out,April Arellano,ltran@example.com,265.418.0659x4954,4947862610115942360,2024-08-30
Resort Hotel,0,97,2017,January,2,3,2,5,2,0.0,0,Undefined,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87.0,179.0,0,Transient-Party,86.39,0,0,Check-Out,Regina Davis,wilsonjimmy@example.org,+1-691-957-5347x0205,180030373960045,2024-06-24
Resort Hotel,0,1,2017,November,44,2,1,1,1,0.0,0,BB,ESP,Direct,Corporate,1,0,1,A,A,0,No Deposit,12.0,223.0,0,Transient-Party,47.57,1,1,Check-Out,Casey Ferguson,davidclark@example.com,001-749-554-7676x580,566677742074,2024-12-07
Resort Hotel,0,17,2017,November,44,1,1,5,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,179.0,0,Transient,111.0,1,1,Check-Out,Elizabeth Taylor,bob35@example.com,001-481-985-5743,2700575187758289,2024-04-20
City Hotel,0,16,2017,October,41,11,0,2,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,11.0,179.0,0,Transient,77.25,0,1,Check-Out,Mr. Raymond Lawson,omcintosh@example.org,+1-834-242-4313x98719,180063698977873,2024-12-03
City Hotel,0,2,2017,June,24,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,15.0,179.0,0,Transient,48.1,0,0,Check-Out,Karen Hicks,elizabethhernandez@example.org,741.867.5226x6267,060433695966,2026-02-15
City Hotel,0,2,2017,November,45,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,17.0,45.0,0,Transient,49.15,0,0,Check-Out,Edward Patterson DDS,cordovapriscilla@example.org,734-699-3354x0208,2271670779782604,2024-10-15
City Hotel,0,11,2017,April,16,20,0,1,3,0.0,0,BB,PRT,Corporate,Direct,1,0,1,L,A,0,No Deposit,11.0,45.0,0,Group,2.94,0,1,Check-Out,Richard Miller,james66@example.net,+1-864-267-5138x53439,4047265461859023,2025-05-23
City Hotel,0,98,2017,March,13,31,2,2,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,168.37,0,1,Check-Out,Kathryn Mendez,manderson@example.org,590-707-9176x734,630424174237,2025-05-05
Resort Hotel,0,13,2017,November,45,10,0,1,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,11.0,179.0,0,Transient-Party,39.2,0,0,Check-Out,William Martinez,sandratrujillo@example.org,(290)998-1458,4082520897529066999,2024-11-23
City Hotel,0,67,2017,November,47,25,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient-Party,87.44,1,1,Check-Out,Donna Wright,cookbrittany@example.com,001-686-590-1635x835,3570621483899198,2025-11-22
City Hotel,1,395,2017,May,20,17,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,2.0,179.0,0,Contract,43.89,0,0,Canceled,Gregory Wiley,hinesaaron@example.com,345.896.7674x2554,4838210570590385,2024-10-04
City Hotel,1,0,2017,April,17,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,45.0,0,Transient,116.18,0,0,No-Show,David Mora,sluna@example.org,355-385-8272,4134354099173496,2025-02-24
Resort Hotel,1,149,2017,February,5,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,238.0,179.0,0,Transient,91.95,0,2,Canceled,Anthony Carlson,coopertricia@example.com,+1-301-275-6099x25250,6556202355993095,2024-10-27
Resort Hotel,0,88,2017,April,14,7,0,3,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,D,0,No Deposit,238.0,179.0,0,Transient,146.22,0,3,Check-Out,Matthew Price,jonathan75@example.org,+1-905-615-0727x200,4098805495322,2025-05-12
Resort Hotel,1,40,2017,September,35,3,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,244.0,179.0,0,Transient,50.14,0,3,Canceled,David Cooper,ronaldbrown@example.com,(606)845-4259x465,213111701099408,2024-07-21
Resort Hotel,0,33,2017,January,4,21,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,179.0,0,Transient,78.8,1,1,Check-Out,Frank Todd,zachary33@example.com,(238)444-6914x0127,180052762534223,2025-12-23
Resort Hotel,0,5,2017,October,44,28,0,3,1,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,E,A,1,No Deposit,241.0,179.0,0,Transient-Party,44.78,0,1,Check-Out,Eric Jones Jr.,jasonbenson@example.com,001-228-626-7626x0022,379854714925925,2024-11-27
Resort Hotel,0,98,2017,August,33,17,0,1,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,81.0,179.0,64,Transient,110.48,0,0,Check-Out,John Stokes,bryan75@example.org,8228241958,3580558779776490,2024-09-19
City Hotel,0,2,2017,March,13,30,0,1,2,0.0,0,BB,ITA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,12.0,179.0,0,Transient-Party,82.34,0,1,Check-Out,Julie Daniels,nunezshane@example.com,432-765-4388x603,4229414166490012994,2024-08-02
City Hotel,0,94,2017,December,49,4,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,179.0,0,Transient,108.99,0,1,Check-Out,Desiree Fox,jrichardson@example.com,2789368673,2711089021025001,2025-12-23
Resort Hotel,0,1,2017,February,8,22,0,3,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,2,No Deposit,243.0,179.0,0,Transient,232.71,1,0,Check-Out,Jessica Munoz,jose38@example.com,(658)476-3097,676212385170,2026-03-19
Resort Hotel,0,92,2017,December,52,27,1,3,2,0.0,0,Undefined,FRA,Groups,TA/TO,0,0,0,E,E,0,No Deposit,87.0,179.0,40,Transient-Party,80.0,0,0,Check-Out,Vicki Harper,mdavis@example.net,935.900.3425x0991,630476529270,2025-12-18
Resort Hotel,0,49,2017,May,20,14,2,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,179.0,0,Contract,48.49,0,1,Check-Out,Mrs. Ashley Mooney,katrina79@example.org,(212)320-0033x924,4943623129705855824,2025-02-03
City Hotel,0,45,2017,June,22,2,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,10.0,179.0,0,Group,108.99,0,2,Check-Out,Gina Hayes,adam30@example.net,884.453.8535x392,3574018325651794,2025-11-13
City Hotel,0,50,2017,February,9,26,1,5,2,1.0,0,BB,,Online TA,TA/TO,0,0,0,D,G,1,No Deposit,10.0,179.0,0,Transient,241.51,1,3,Check-Out,Sylvia Clark,olsondavid@example.com,001-285-920-6512x1400,676187564486,2025-04-02
City Hotel,0,14,2017,April,17,23,0,2,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,179.0,0,Transient,242.91,0,2,Check-Out,Jonathan Tanner,paul36@example.com,806.351.0237,4804832089096609092,2026-01-26
City Hotel,0,35,2017,October,43,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,179.0,0,Transient,108.06,0,1,Check-Out,Cathy Little,gramos@example.org,001-808-891-7758,4197380178797636,2024-05-11
Resort Hotel,0,41,2017,December,50,15,2,5,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,243.0,179.0,0,Transient,104.76,1,2,Check-Out,Christopher Powell,sgoodman@example.net,001-232-338-1221,30563354440969,2025-02-22
City Hotel,0,259,2017,June,26,26,2,3,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,179.0,61,Transient-Party,124.8,0,0,Check-Out,Heidi Richardson,iwright@example.net,+1-985-342-7796,4483101662629419275,2025-05-07
City Hotel,1,50,2017,March,11,11,1,4,2,0.0,0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,98.78,0,1,Canceled,Shane Alvarez,fcook@example.org,(442)819-1698x32400,5526534053471704,2026-01-10
Resort Hotel,1,275,2017,March,12,24,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,179.0,0,Transient,107.96,0,1,Canceled,Angela Trevino,barnetthunter@example.com,710.963.4410x12112,180099343517789,2025-09-08
City Hotel,1,98,2017,August,34,24,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,179.0,0,Transient,117.64,0,0,Canceled,Denise Combs,melaniehoward@example.net,+1-378-472-5026,4156445865280613105,2025-12-19
Resort Hotel,1,136,2017,November,48,25,1,3,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,242.0,179.0,0,Transient,227.83,1,0,Canceled,Robert Hicks,paulaperez@example.com,+1-789-634-9261x01381,4791972274209829,2025-04-11
Resort Hotel,0,19,2017,November,45,11,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,239.0,179.0,0,Transient,65.15,0,1,Check-Out,Jennifer White,rachelduke@example.net,213.250.7725x19824,347124338179435,2024-07-15
Resort Hotel,1,0,2017,November,47,19,0,1,1,0.0,0,BB,PRT,Corporate,Direct,1,0,1,A,C,2,No Deposit,16.0,248.0,0,Transient,43.11,1,0,No-Show,Michael Wallace,reneepatel@example.net,+1-416-289-0217,2306101106285490,2024-05-19
Resort Hotel,0,197,2017,November,46,14,1,2,2,0.0,0,BB,DEU,Groups,Direct,0,0,0,D,D,3,Refundable,13.0,224.0,0,Transient-Party,61.97,1,1,Check-Out,Sherri Smith,macknicole@example.com,(377)816-0787,180055750677037,2024-04-17
City Hotel,0,3,2017,November,44,3,0,1,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,87.05,0,1,Check-Out,Robin Ortiz,dsmith@example.org,001-464-774-3958,3576597390714437,2025-07-28
City Hotel,0,2,2017,March,13,30,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,9.0,179.0,0,Contract,105.21,0,1,Check-Out,Megan Mcneil,dcampbell@example.com,001-651-979-2870x08163,2544735215749441,2024-09-15
Resort Hotel,0,2,2017,March,12,16,3,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,2,No Deposit,247.0,179.0,0,Transient,133.89,0,1,Check-Out,Ariel Taylor,cruzamy@example.org,+1-773-305-7856x078,341770863842304,2024-10-15
City Hotel,0,3,2017,October,44,29,1,1,2,0.0,0,SC,GBR,Direct,Direct,0,0,0,A,C,0,No Deposit,12.0,179.0,0,Transient,77.32,0,0,Check-Out,John Jackson,matthewmills@example.org,+1-657-736-2283x4434,6011016241047794,2025-10-09
City Hotel,0,13,2017,November,46,12,2,2,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,10.0,179.0,0,Transient,191.18,0,1,Check-Out,Ashley Bell,josephreese@example.org,329-447-6987,4795632273358375,2024-08-15
Resort Hotel,0,35,2017,January,3,17,4,7,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,348.0,179.0,0,Transient,57.0,0,1,Check-Out,Candace Perez,pamelahampton@example.com,494-837-0361x52478,4843372320127693084,2025-03-12
City Hotel,0,3,2017,July,27,1,0,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,109.62,0,1,Check-Out,Catherine Hawkins,jason93@example.net,900.909.8800x66519,30088262301111,2025-01-03
City Hotel,0,0,2017,April,14,5,0,4,3,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,12.0,179.0,0,Transient,160.11,0,0,Check-Out,Joshua Ruiz,elizabethvelasquez@example.net,(756)559-3170x032,213184400752429,2026-03-15
Resort Hotel,1,191,2017,April,15,12,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,242.0,179.0,0,Transient,83.42,0,1,Canceled,Kelly Howard,sjohnson@example.org,238-509-0229,30147972551587,2026-03-19
City Hotel,0,10,2017,August,34,25,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,105.03,0,0,Check-Out,Linda Johnson,tgonzalez@example.org,+1-753-634-8078x511,3547230515235155,2025-01-20
City Hotel,0,2,2017,January,2,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,13.0,45.0,0,Transient-Party,44.28,0,1,Check-Out,Andrew Potter,christinegreene@example.net,712-844-7872x79943,213184691722941,2025-07-28
City Hotel,1,151,2017,January,5,31,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,76.0,179.0,0,Transient,114.47,0,0,Canceled,Larry Wilson,thomas87@example.com,(922)970-0828x8738,36116156885321,2024-08-27
City Hotel,0,15,2017,November,47,23,1,0,1,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,98.98,1,1,Check-Out,Richard Bush,kristy56@example.net,(845)395-3790,4338656715725341,2025-12-23
City Hotel,1,2,2017,April,15,14,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14.0,179.0,0,Transient,107.72,0,0,No-Show,Hannah Johnson,heathelizabeth@example.net,3508339253,30528669639373,2025-07-30
City Hotel,0,21,2017,November,46,16,0,2,1,0.0,0,SC,,Online TA,GDS,0,0,0,A,A,0,No Deposit,171.0,179.0,0,Transient,148.87,0,0,Check-Out,Patricia Lee,ygordon@example.com,2123104986,2281387753298600,2025-07-01
City Hotel,1,393,2017,September,38,20,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,24.0,179.0,0,Transient,102.99,0,0,Canceled,Terri Pennington,thomasmckenzie@example.com,(224)478-7809,4984549275777777,2025-03-02
Resort Hotel,0,13,2017,February,8,22,4,7,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,246.0,179.0,0,Transient,110.48,0,1,Check-Out,Marvin Vargas,weissgregory@example.net,541.735.6763x9907,4409869166271,2024-05-17
City Hotel,1,123,2017,March,10,5,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,9.0,179.0,0,Transient,95.79,0,0,Canceled,Adrienne Noble,sphillips@example.net,001-668-450-5763x02353,2298605078788414,2025-02-10
City Hotel,1,7,2017,September,36,3,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,13.0,179.0,0,Transient,29.69,0,0,Canceled,Mark Boyle,stevenmartinez@example.net,001-332-700-5967x6929,4243850892317550,2024-04-11
Resort Hotel,0,81,2017,August,31,4,2,5,2,0.0,0,FB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,243.0,179.0,75,Transient,64.88,0,0,Check-Out,John Hooper,cassandra19@example.net,+1-244-854-7913,4997529490274581,2024-10-18
City Hotel,1,47,2017,September,37,11,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,85.78,0,0,Canceled,Julie Allen,daniel36@example.com,(830)764-3105x890,4575706426785985,2026-03-02
Resort Hotel,0,0,2017,November,45,9,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,1,A,A,1,No Deposit,15.0,179.0,0,Transient,42.49,1,2,Check-Out,Joshua York,erin72@example.net,(889)256-1403x8912,3595781777705062,2025-12-29
Resort Hotel,1,35,2017,June,24,12,0,4,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,179.0,0,Transient,117.53,0,1,Canceled,Eric Howell,wilsonwayne@example.com,575.893.7807x2067,4641125791795,2025-06-02
City Hotel,0,4,2017,April,15,10,2,2,2,0.0,0,BB,,Direct,Direct,0,0,0,D,D,0,No Deposit,10.0,179.0,0,Transient,118.76,0,0,Check-Out,Michelle Rivera,bradley14@example.com,768-516-8403,2570725739927109,2024-06-28
City Hotel,0,14,2017,January,3,14,1,2,1,0.0,0,BB,,Aviation,Corporate,0,0,0,A,A,0,No Deposit,12.0,181.0,0,Transient-Party,113.8,0,1,Check-Out,Louis Savage,hawkinstammy@example.org,(676)639-7031,4587502978468943578,2026-03-10
City Hotel,1,160,2017,June,23,5,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,179.0,0,Transient,109.37,0,0,Canceled,Philip Hodges,prodriguez@example.org,(613)203-9289,4939793950531,2025-08-06
